instance,variant,seed,seconds_budget,seconds_used,wallclock,NP,V_best,f_best,placed_best,H_max,D_max,n_evals,evals_per_sec,trial
syn_003,SA,5629,30.0,30.1226806640625,30.122994899749756,60,0.7166468650856901,0.7166733701389804,57,99.99167896579016,99.50299200553779,20,0.6639515328348834,0
syn_003,H0,105532,30.0,31.056084871292114,31.056556940078735,60,0.8766160324263362,0.8766255358234946,23,99.97122653391799,99.6890576366028,24,0.772795415116389,1
syn_003,A1,105549,30.0,30.67635202407837,111.37624478340149,60,0.7595938331268799,0.7596218409910988,60,99.82823005595047,99.38534805650096,86,2.803462417320586,1
syn_003,A2,105563,30.0,30.564067363739014,103.67111277580261,60,0.7705307988925068,0.7705573024620261,57,99.93324755575713,99.70980050121086,84,2.748325312869091,1
syn_003,A3,105579,30.0,31.0051851272583,106.4544267654419,60,0.7925232192870031,0.7925472211498746,52,99.87674072296515,99.93697211487284,82,2.6447189288964914,1
syn_003,RS,105593,30.0,45.21541213989258,45.21565866470337,60,0.7543781818670845,0.7544001860078206,48,99.91379807922144,99.67212831256946,32,0.7077232847285515,1
syn_003,PSO,105532,30.0,87.22483038902283,87.22507929801941,60,0.7697477242169117,0.7697737303644094,56,99.61255215204712,99.77269807571406,61,0.6993421452118616,1
syn_003,GA,105611,30.0,77.47056794166565,77.47090744972229,60,0.7364178318360655,0.7364438391742919,56,99.284704369935,99.98147299270968,60,0.7744876744053204,1
syn_003,SA,105629,30.0,31.07468605041504,31.075472831726074,60,0.6947716242952017,0.6948001275364953,61,99.85182613167467,99.82404451135788,20,0.6436106858023389,1
syn_003,H0,205532,30.0,30.413865327835083,30.414236307144165,60,0.9179579123769179,0.9179669347107026,22,99.62187364671557,98.14474787902405,23,0.7562340318167373,2
syn_003,A1,205549,30.0,30.92832374572754,110.30985283851624,60,0.7794796301881085,0.779505634153301,56,99.68327156643603,99.92020918287999,83,2.6836242624195137,2
syn_003,A2,205563,30.0,30.75727915763855,111.5719985961914,60,0.7601192321028518,0.7601412382799978,48,99.97550899946998,99.40677640342672,83,2.698548189994465,2
syn_003,A3,205579,30.0,30.513482093811035,124.20444774627686,60,0.7640779134419199,0.7641019202952121,52,99.96724178041129,99.34742899581059,80,2.621791893630723,2
syn_003,RS,205593,30.0,48.817445516586304,48.81770944595337,60,0.7534381757727835,0.7534676803036925,63,99.84285538765441,99.70405370814011,32,0.6555033689570591,2
syn_003,PSO,205532,30.0,84.65644335746765,84.65674948692322,60,0.7543237965170333,0.7543493003283345,55,99.867787027686,99.75108285437862,61,0.7205594468742716,2
syn_003,GA,205611,30.0,82.8701171875,82.87050437927246,60,0.7450909979820645,0.7451150020925326,52,99.65536774891328,99.93358544508834,60,0.7240245583850858,2
syn_003,SA,205629,30.0,31.225207567214966,31.225510358810425,60,0.6909210122441645,0.6909505231253812,63,99.660947784068,99.25093053956711,21,0.6725335597784475,2
syn_003,H0,305532,30.0,30.15490484237671,30.155280113220215,60,0.8969239550529248,0.8969314590314662,19,99.9545296862552,99.64761616506553,23,0.7627283229784259,3
syn_003,A1,305549,30.0,30.58795690536499,115.75691032409668,60,0.784054685345283,0.7840747017821255,44,98.93723983704658,99.4190759167348,86,2.8115640500629837,3
syn_003,A2,305563,30.0,30.52549934387207,114.99281454086304,60,0.7334701246350687,0.7334961306594595,56,99.43739789902293,99.96016302050727,81,2.6535192459107333,3
syn_003,A3,305579,30.0,30.041242122650146,116.75983214378357,60,0.7798287644807319,0.7798562684352314,59,99.75289370165711,99.85165635758932,79,2.6297181613684506,3
syn_003,RS,305593,30.0,46.18256688117981,46.182868242263794,60,0.7190292725495075,0.7190507908360441,47,98.37288054593358,99.79846580336034,32,0.6929021525011974,3
syn_003,PSO,305532,30.0,84.83894515037537,84.83964157104492,60,0.7619310234980043,0.761958026888734,58,99.9420142601599,99.71891275916505,61,0.7190094112070665,3
syn_003,GA,305611,30.0,86.87581658363342,86.87614059448242,60,0.8056967109422041,0.80572271299411,56,99.93859680781152,99.8562125974559,60,0.6906409903179366,3
syn_003,SA,305629,30.0,31.449230432510376,31.44950842857361,60,0.601955422303236,0.6019844254466489,62,99.73395630166166,99.95170240380722,18,0.5723510481004538,3
syn_003,H0,405532,30.0,30.389339923858643,30.389723777770996,60,0.9094872486193757,0.9094972491342145,24,99.9772895944703,99.97122653391799,24,0.7897506184778177,4
syn_003,A1,405549,30.0,30.86113953590393,113.33003878593445,60,0.7903613037903903,0.7903858069915545,53,99.9420142601599,99.73786931441116,82,2.657063259268213,4
syn_003,A2,405563,30.0,30.16982340812683,118.088214635849,60,0.7631984872594149,0.7632224957353011,52,99.78938983069946,99.36302153943763,81,2.6848019262247678,4
syn_003,A3,405579,30.0,30.659255743026733,112.73650002479553,60,0.7820879073526862,0.782114414889223,57,99.78597771474509,99.460368605697,82,2.6745593789780893,4
syn_003,RS,405593,30.0,44.03451108932495,44.03477597236633,60,0.7775225313268496,0.7775465343369057,52,99.97438544352545,99.72460893248098,32,0.7267027431072713,4
syn_003,PSO,405532,30.0,83.16532921791077,83.16633534431458,60,0.7693203324368862,0.7693423383065411,48,99.55444252278527,99.85859199071717,61,0.7334787293412509,4
syn_003,GA,405611,30.0,82.14629435539246,82.14667201042175,60,0.7403720734804791,0.7403985786839407,57,99.71020094957902,99.76945288270394,60,0.7304042193360525,4
syn_003,SA,405629,30.0,30.018974781036377,30.019317150115967,60,0.7104883747812697,0.7105178785500078,63,99.71307484936428,99.91005132997556,23,0.7661820621045855,4
syn_004,H0,9422,30.0,30.410017490386963,30.410349369049072,60,0.9106012597725349,0.910610773536951,23,99.98006799724594,98.64349039268072,22,0.7234458186995293,0
syn_004,A1,9439,30.0,31.558318614959717,108.72417974472046,60,0.7903221378161553,0.7903476415065653,55,99.96223273698901,99.66872625703824,87,2.756800863236074,0
syn_004,A2,9453,30.0,30.193076610565186,97.90782308578491,60,0.7617825348159377,0.761803541490052,46,99.35387080107236,99.97871777689264,88,2.9145754549970895,0
syn_004,A3,9469,30.0,30.52470111846924,96.07161784172058,60,0.7888796735093643,0.788904683111992,54,99.64357735464657,99.39615986738018,88,2.882911110528608,0
syn_004,RS,9483,30.0,36.03229260444641,36.032517194747925,60,0.768369169980091,0.7683991728033873,64,99.87460834995254,99.8430620172396,32,0.8880922552247252,0
syn_004,PSO,9422,30.0,72.0382628440857,72.03851246833801,60,0.7618905859870791,0.7619205870976801,64,99.90489805337245,99.98404185829173,61,0.846772223422765,0
syn_004,GA,9501,30.0,80.30010676383972,80.30042362213135,60,0.783092033973069,0.7831150440040096,50,99.44416701270254,99.55273894676019,60,0.7471970140271202,0
syn_004,SA,9519,30.0,30.12826418876648,30.128546237945557,60,0.6472082936807807,0.6472337966456561,55,99.7979064745048,99.90560598253077,22,0.7302113345183306,0
syn_004,H0,109422,30.0,31.137006282806396,31.137494325637817,60,0.9401111587759173,0.9401236589326981,29,99.9923902200406,99.99193169721977,25,0.802903136317405,1
syn_004,A1,109439,30.0,30.18934178352356,99.38385701179504,60,0.7625776656102036,0.7626021686451232,53,99.80227888718036,99.89422915273953,91,3.014308846232119,1
